index,original,transformed,tokens
10062,Ahad Al Kuwait Trading Est,ahad al kuwait trading est,"['ahad', 'al', 'kuwait', 'trading', 'est']"
14094,Ahad Iron Store,ahad iron store,"['ahad', 'iron', 'store']"
70168,Ahli Bank S.A.O.G,ahli bank,"['ahli', 'bank']"
751,"Ahlstrom Yulong Special Paper Co., Ltd.",ahlstrom yulong special paper,"['ahlstrom', 'yulong', 'special', 'paper']"
47967,Ahmed Abdullah Said,ahmed abdullah said,"['ahmed', 'abdullah', 'said']"
930,Ahmed Fine Textile Mills Ltd.,ahmed fine textile mills,"['ahmed', 'fine', 'textile', 'mills']"
9472,Ahmed A. Mahnabi Est.,ahmed mahnabi,"['ahmed', 'mahnabi']"
686,Ahmed Rubber,ahmed rubber,"['ahmed', 'rubber']"
14073,Ahoo Pai Tools Int.L Loading,ahoo pai tools loading,"['ahoo', 'pai', 'tools', 'loading']"
87763,Ahoo Pai Toos International Loading,ahoo pai toos international loading,"['ahoo', 'pai', 'toos', 'international', 'loading']"
4799,Ai Champdany Industries Ltd.,ai champdany industries,"['ai', 'champdany', 'industries']"
667,Aibaode Harness Imp. & Exp. .,aibaode harness,"['aibaode', 'harness']"
15055,"Aica Saibon Co., Ltd.",aica saibon,"['aica', 'saibon']"
14242,Aice Comercio Y Logistica Sa De Cv,aice comercio logistica sa de cv,"['aice', 'comercio', 'logistica', 'sa', 'de', 'cv']"
33641,Aicha Bouhoul Bahdon,aicha bouhoul bahdon,"['aicha', 'bouhoul', 'bahdon']"
2430,"Aideji Baiyun Electronics (Shenzhen) Co., Ltd.",aideji baiyun electronics,"['aideji', 'baiyun', 'electronics']"
28420,"Aierfu (Xiamen) Medical Devices Co., Ltd.",aierfu medical devices,"['aierfu', 'medical', 'devices']"
22781,Aikmoore Nigeria Ltd.,aikmoore nigeria,"['aikmoore', 'nigeria']"
186,Aim International,aim international,"['aim', 'international']"
13081,Aim International Moving,aim international moving,"['aim', 'international', 'moving']"
11388,Aimpacific Services Inc.,aimpacific services,"['aimpacific', 'services']"
24408,Ain Medicare,ain medicare,"['ain', 'medicare']"
4148,Aipl Marketing Private Ltd.,aipl marketing private,"['aipl', 'marketing', 'private']"
19394,"Aipuke Exact Chemicals (Suzhou) Co., Ltd.",aipuke exact chemicals,"['aipuke', 'exact', 'chemicals']"
9055,Airgroup,air,['air']
27371,Air City Inc. (New York),air city,"['air', 'city']"
91664,C Air Customhouse Brokers,air customhouse brokers,"['air', 'customhouse', 'brokers']"
108,Air India Ltd.,air india,"['air', 'india']"
851,C Air International Inc.,air international,"['air', 'international']"
3119,"Air Partner Logistics Co., Ltd.",air partner logistics,"['air', 'partner', 'logistics']"
1290,Air Port Aviation Services Private Ltd.,air port aviation services private,"['air', 'port', 'aviation', 'services', 'private']"
14391,Air Power International Express (Chi) Inc.,air power international express,"['air', 'power', 'international', 'express']"
21200,Air Sea Forwarders Canada Inc.,air sea forwarders canada,"['air', 'sea', 'forwarders', 'canada']"
18,Air Sea Transport (Chicago) Inc.,air sea transport,"['air', 'sea', 'transport']"
13962,Air Sea Universal Logistica E Servicos Ltda,air sea universal logistica servicos ltda,"['air', 'sea', 'universal', 'logistica', 'servicos', 'ltda']"
4727,Air Tiger Express (Usa) Inc.,air tiger express,"['air', 'tiger', 'express']"
118485,Airboss,airboss,['airboss']
18805,Airboss Kitchener,airboss kitchener,"['airboss', 'kitchener']"
3223,Airboss Rubber Compounding,airboss rubber compounding,"['airboss', 'rubber', 'compounding']"
8543,"Airbus (Tianjin) Final Assemblly Co., Ltd.",airbus final assemblly,"['airbus', 'final', 'assemblly']"
4776,Airbus Helicopter Phils Inc.,airbus helicopter phils,"['airbus', 'helicopter', 'phils']"
20893,Aire Servicios Monterrey Sa De Cv,aire servicios monterrey sa de cv,"['aire', 'servicios', 'monterrey', 'sa', 'de', 'cv']"
9424,Airlift (Usa) Inc.,airlift,['airlift']
20663,Aislantes Y Recubrimientos S.A,aislantes recubrimientos,"['aislantes', 'recubrimientos']"
5788,Aislantes Y Tecnologia Limitad,aislantes tecnologia limitad,"['aislantes', 'tecnologia', 'limitad']"
61049,Ait International Of Ameirca Inc.,ait international of ameirca,"['ait', 'international', 'of', 'ameirca']"
3768,Ait International Of America,ait international of america,"['ait', 'international', 'of', 'america']"
4133,Ait Worldwide Logistics,ait worldwide logistics,"['ait', 'worldwide', 'logistics']"
58915,"Aiyi(Langfang) Electronic Project Co., Ltd.",aiyi electronic project,"['aiyi', 'electronic', 'project']"
5853,"Aiyulong Trading (Shanghai) Co., Ltd.",aiyulong trading,"['aiyulong', 'trading']"
9147,Aj Elastomers Llp,aj elastomers llp,"['aj', 'elastomers', 'llp']"
5734,Aj Oster Llc,aj oster llc,"['aj', 'oster', 'llc']"
17408,Aj Worldwide,aj worldwide,"['aj', 'worldwide']"
1086,Ajanta Auto Industries,ajanta auto industries,"['ajanta', 'auto', 'industries']"
3266,Ajanta Textile Machinery India,ajanta textile machinery india,"['ajanta', 'textile', 'machinery', 'india']"
17657,"Ajax Fiori Engineering (I) Pvt., Ltd.",ajax fiori engineering,"['ajax', 'fiori', 'engineering']"
892,Ajc International Inc.,ajc international,"['ajc', 'international']"
6422,"Aje Mercantile Pvt., Ltd.",aje mercantile,"['aje', 'mercantile']"
67349,Aji Panama S.A.,aji panama,"['aji', 'panama']"
11225,Ajover S.A.,ajover,['ajover']
17845,Ajrweb Inc.,ajrweb,['ajrweb']
10426,Ajusa Mexico S.A. De C.V.,ajusa mexico de,"['ajusa', 'mexico', 'de']"
33724,"Ak Khan Penfabric Co., Ltd.",ak khan penfabric,"['ak', 'khan', 'penfabric']"
5491,Akagi Gomu Phils Corp,akagi gomu phils corp,"['akagi', 'gomu', 'phils', 'corp']"
8570,Akand Textile Mills Ltd.,akand textile mills,"['akand', 'textile', 'mills']"
56770,K.A. Akande Investment Nig. Lt,akande investment lt,"['akande', 'investment', 'lt']"
24427,Akash Chemicals And Dyestuffs,akash chemicals and dyestuffs,"['akash', 'chemicals', 'and', 'dyestuffs']"
3327,Aker Solutions Do Brasil Ltda,aker solutions do brasil ltda,"['aker', 'solutions', 'do', 'brasil', 'ltda']"
67596,Akers Jena Bldg 18010 Rm A104,akers jena bldg rm,"['akers', 'jena', 'bldg', 'rm']"
11640,Akf Siemers Hamburg Gmb H,akf siemers hamburg gmb,"['akf', 'siemers', 'hamburg', 'gmb']"
682,Akram Chemical Co.,akram chemical,"['akram', 'chemical']"
472,Akro Chem Corp.,akro chem,"['akro', 'chem']"
15098,Akrochem Corporation,akrochem,['akrochem']
14941,"Akros Trading Taiwan Co., Ltd.",akros trading taiwan,"['akros', 'trading', 'taiwan']"
15709,Akrotex Warehouse,akrotex warehouse,"['akrotex', 'warehouse']"
6036,"Aks Polychem Pvt., Ltd.",aks polychem,"['aks', 'polychem']"
35473,"Akshay Food Imp. & Exp. Pvt., Ltd.",akshay food,"['akshay', 'food']"
706,Akuma Sports,akuma sports,"['akuma', 'sports']"
6321,Akzo Nobel Chemicals Sa De Cv,akzo nobel chemicals sa de cv,"['akzo', 'nobel', 'chemicals', 'sa', 'de', 'cv']"
9582,Akzo Nobel Functional Chemicals,akzo nobel functional chemicals,"['akzo', 'nobel', 'functional', 'chemicals']"
8902,Akzo Nobel Functional Chemicals Llc,akzo nobel functional chemicals llc,"['akzo', 'nobel', 'functional', 'chemicals', 'llc']"
75569,Akzo Nobel Ltda,akzo nobel ltda,"['akzo', 'nobel', 'ltda']"
1039,Al Aamir,al aamir,"['al', 'aamir']"
3070,Al Abdullatif Industrial Investment,al abdullatif industrial investment,"['al', 'abdullatif', 'industrial', 'investment']"
3552,Al Adwani National Co.,al adwani national,"['al', 'adwani', 'national']"
20757,Al Ahmad Trade Centre,al ahmad trade centre,"['al', 'ahmad', 'trade', 'centre']"
2056,Al Amal Co.,al amal,"['al', 'amal']"
4606,Al Amani Trading L L C,al amani trading,"['al', 'amani', 'trading']"
15397,Al Aou Imp. Exp.,al aou,"['al', 'aou']"
38995,Al Arafah Isl,al arafah isl,"['al', 'arafah', 'isl']"
9390,Al Areen Al Basalah Trad.Est.,al areen al basalah,"['al', 'areen', 'al', 'basalah']"
3552,Al Ashwal Co.,al ashwal,"['al', 'ashwal']"
1130,Al Ataatex For Yarn And Textile,al ataatex for yarn and textile,"['al', 'ataatex', 'for', 'yarn', 'and', 'textile']"
10796,Al Ataya Shopping Centre Llc,al ataya shopping centre llc,"['al', 'ataya', 'shopping', 'centre', 'llc']"
14566,Al Azani Trding Stores,al azani trding stores,"['al', 'azani', 'trding', 'stores']"
3561,Al Bashir Trading Co.,al bashir trading,"['al', 'bashir', 'trading']"
11647,Al Bashir Trading Companay,al bashir trading companay,"['al', 'bashir', 'trading', 'companay']"
11281,Al Basir Trading Co.,al basir trading,"['al', 'basir', 'trading']"
2625,Al Bilal Trading Co.,al bilal trading,"['al', 'bilal', 'trading']"
591,Al Chem Corporation,al chem,"['al', 'chem']"
35666,Al Dhia Auto Spare Parts Tr. Llc,al dhia auto spare parts llc,"['al', 'dhia', 'auto', 'spare', 'parts', 'llc']"
3043,Al Dobowi Group,al dobowi,"['al', 'dobowi']"
9995,Al Duais Trading Co.,al duais trading,"['al', 'duais', 'trading']"
25881,Al Emadi Airconditioning And,al emadi airconditioning and,"['al', 'emadi', 'airconditioning', 'and']"
37746,Al Estagamah Flexiflo Factory,al estagamah flexiflo factory,"['al', 'estagamah', 'flexiflo', 'factory']"
4631,Al Estagmah Flexiflo Factory,al estagmah flexiflo factory,"['al', 'estagmah', 'flexiflo', 'factory']"
3606,Al Faisal,al faisal,"['al', 'faisal']"
10650,Al Faraj General Trading Co.,al faraj general trading,"['al', 'faraj', 'general', 'trading']"
5143,Al Faris Alliybe Equestrian C,al faris alliybe equestrian,"['al', 'faris', 'alliybe', 'equestrian']"
16629,Al Felwa For Horse Need Est,al felwa for horse need est,"['al', 'felwa', 'for', 'horse', 'need', 'est']"
87805,Al Futtaim Motors,al futtaim motors,"['al', 'futtaim', 'motors']"
11727,Al Habib Genral Trading,al habib genral trading,"['al', 'habib', 'genral', 'trading']"
46040,Al Habib Shoes,al habib shoes,"['al', 'habib', 'shoes']"
98279,Al Haj Badam Gul,al haj badam gul,"['al', 'haj', 'badam', 'gul']"
27370,Al Haj Badam Gull Rostam Khil Ltd.,al haj badam gull rostam khil,"['al', 'haj', 'badam', 'gull', 'rostam', 'khil']"
7184,Al Hamra Trading Co. P/O,al hamra trading po,"['al', 'hamra', 'trading', 'po']"
5576,Al Hasawi Water Heater Factories W,al hasawi water heater factories,"['al', 'hasawi', 'water', 'heater', 'factories']"
20701,Al Hashar & Co.,al hashar,"['al', 'hashar']"
18667,Al Hathboor Group L.L.C.,al hathboor,"['al', 'hathboor']"
54013,Al Hidaya Business Co.,al hidaya business,"['al', 'hidaya', 'business']"
925,Al Huda,al huda,"['al', 'huda']"
7757,Al Huda Shoes Trading,al huda shoes trading,"['al', 'huda', 'shoes', 'trading']"
1056,Al Irtekaz National General Trading,al irtekaz national general trading,"['al', 'irtekaz', 'national', 'general', 'trading']"
1353,Al Jarmouzi General Trading Co.,al jarmouzi general trading,"['al', 'jarmouzi', 'general', 'trading']"
3888,Al Kamal Co For Imp. & Exp. .,al kamal co for,"['al', 'kamal', 'co', 'for']"
26650,Al Karam Traders,al karam traders,"['al', 'karam', 'traders']"
1327,Al Kehilah Trading Est,al kehilah trading est,"['al', 'kehilah', 'trading', 'est']"
3875,Al Khair Hmd Industries (Pvt) Ltd.,al khair hmd industries,"['al', 'khair', 'hmd', 'industries']"
3113,Al Khamsan & Bhasin Gen Trading,al khamsan bhasin gen trading,"['al', 'khamsan', 'bhasin', 'gen', 'trading']"
8664,Al Madina Hyper Market,al madina hyper market,"['al', 'madina', 'hyper', 'market']"
420,Al Maitha Trading Llc,al maitha trading llc,"['al', 'maitha', 'trading', 'llc']"
5016,Al Mashriq Furniture Mnfg,al mashriq furniture mnfg,"['al', 'mashriq', 'furniture', 'mnfg']"
7010,Al Misbah Al Jadeed Trading Llc,al misbah al jadeed trading llc,"['al', 'misbah', 'al', 'jadeed', 'trading', 'llc']"
7122,Al Moghera Petroleum Chemicals,al moghera petroleum chemicals,"['al', 'moghera', 'petroleum', 'chemicals']"
1778,Al Mumtaz General Trading Co.,al mumtaz general trading,"['al', 'mumtaz', 'general', 'trading']"
26403,Al Naas Sports Equip. Tr,al naas sports tr,"['al', 'naas', 'sports', 'tr']"
6282,Al Nabeel Shoes Tr. L.L.C.,al nabeel shoes,"['al', 'nabeel', 'shoes']"
3024,Al Nada Trading Est.,al nada trading,"['al', 'nada', 'trading']"
5790,Al Nakheel Clearing And Forwaring L,al nakheel clearing and forwaring,"['al', 'nakheel', 'clearing', 'and', 'forwaring']"
10171,Al Narz Rubbers,al narz rubbers,"['al', 'narz', 'rubbers']"
6849,Al Nasri Co.,al nasri,"['al', 'nasri']"
3322,Al Nauras Rubber Factory L.L.C.,al nauras rubber factory,"['al', 'nauras', 'rubber', 'factory']"
6291,Al Omran Rubber Trading Deira,al omran rubber trading deira,"['al', 'omran', 'rubber', 'trading', 'deira']"
7608,Al Qamar Shoes,al qamar shoes,"['al', 'qamar', 'shoes']"
1435,Al Qamar Shoes Trading,al qamar shoes trading,"['al', 'qamar', 'shoes', 'trading']"
1173,Al Rashed Tires Co. Llc,al rashed tires llc,"['al', 'rashed', 'tires', 'llc']"
8162,Al Rawabi Food Centre.,al rawabi food,"['al', 'rawabi', 'food']"
2184,Al Rayyan International Gen Trading Llc.,al rayyan international gen trading,"['al', 'rayyan', 'international', 'gen', 'trading']"
18155,Al Razee Spinning Mills Ltd.,al razee spinning mills,"['al', 'razee', 'spinning', 'mills']"
14277,Al Reef Llc,al reef llc,"['al', 'reef', 'llc']"
21110,Al Saif Enterprise,al saif enterprise,"['al', 'saif', 'enterprise']"
12253,Al Salah General Trading Co.,al salah general trading,"['al', 'salah', 'general', 'trading']"
10487,Al Salam For Imp. & Exp. .,al salam for,"['al', 'salam', 'for']"
7632,Al Shahba Co. For Spinning,al shahba for spinning,"['al', 'shahba', 'for', 'spinning']"
152320,Al Shura Abukar,al shura abukar,"['al', 'shura', 'abukar']"
2858,Al Shura General Trading Co.,al shura general trading,"['al', 'shura', 'general', 'trading']"
7041,Al Shuura,al shuura,"['al', 'shuura']"
369,Al Tawail Trad.Est,al tawail,"['al', 'tawail']"
47,Al Tec International,al tec international,"['al', 'tec', 'international']"
87,Al Wadaah Marine Service Co.,al wadaah marine service,"['al', 'wadaah', 'marine', 'service']"
13761,Al Wadaah Trading & Services Co.,al wadaah trading services,"['al', 'wadaah', 'trading', 'services']"
41126,Al Xurma Shoes,al xurma shoes,"['al', 'xurma', 'shoes']"
4813,Al Yasmen General Trading L L C,al yasmen general trading,"['al', 'yasmen', 'general', 'trading']"
2478,Al Zayani Trading Co.,al zayani trading,"['al', 'zayani', 'trading']"
15617,Al Zubairy Stores,al zubairy stores,"['al', 'zubairy', 'stores']"
51442,Alaa Indl Eqpt Factory,alaa indl eqpt factory,"['alaa', 'indl', 'eqpt', 'factory']"
56898,Aladdin Brokerage,aladdin brokerage,"['aladdin', 'brokerage']"
2859,Aladdin Equipment Co. Inc.,aladdin equipment,"['aladdin', 'equipment']"
33215,Alameer Alsageer Co.,alameer alsageer,"['alameer', 'alsageer']"
15012,Alan L Grant,alan grant,"['alan', 'grant']"
20192,Alan L Grant Polymer Inc.,alan grant polymer,"['alan', 'grant', 'polymer']"
4111,Alan L Grant Polymer Inc. 150 Boush,alan grant polymer boush,"['alan', 'grant', 'polymer', 'boush']"
26679,Alan L Grant Polymer In,alan grant polymer in,"['alan', 'grant', 'polymer', 'in']"
3630,Alaska Flexo Private Ltd.,alaska flexo private,"['alaska', 'flexo', 'private']"
13208,"Alaska Multi Polymers Pvt., Ltd.",alaska multi polymers,"['alaska', 'multi', 'polymers']"
275,"Alaska Rubbers Pvt., Ltd.",alaska rubbers,"['alaska', 'rubbers']"
658,Alazany Trading Stores.,alazany trading,"['alazany', 'trading']"
2462,Alazany Trading Stores,alazany trading stores,"['alazany', 'trading', 'stores']"
50034,Alazany Trding Stores,alazany trding stores,"['alazany', 'trding', 'stores']"
38713,Albalad Elameen For Advanced B,albalad elameen for advanced,"['albalad', 'elameen', 'for', 'advanced']"
5921,"Albany Engineering Textile (Hangzhou) Co., Ltd.",albany engineering textile,"['albany', 'engineering', 'textile']"
85,Albaraka Bank Pakistan ( Ltd.),albaraka bank pakistan,"['albaraka', 'bank', 'pakistan']"
3448,Albemarle Corporation,albemarle,['albemarle']
795,ALBEMARLE GREEN CREST ,albemarle green crest,"['albemarle', 'green', 'crest']"
61834,Alberflex Srl,alberflex srl,"['alberflex', 'srl']"
76584,Albert Kerbl Gmb H,albert kerbl gmb,"['albert', 'kerbl', 'gmb']"
6561,Albis Plastic Mexico S. De R.L. De C.V.,albis plastic mexico de de,"['albis', 'plastic', 'mexico', 'de', 'de']"
4022,Alborz Industrial Belt Co.,alborz industrial belt,"['alborz', 'industrial', 'belt']"
1085,Alc Logistics Ltda,alc logistics ltda,"['alc', 'logistics', 'ltda']"
2063,Alcatel Lucent Shinco Performance Elastomers (Changzhou) Have,alcatel lucent shinco performance elastomers have,"['alcatel', 'lucent', 'shinco', 'performance', 'elastomers', 'have']"
785,Ald Tratamientos Termicos S.A. De C.V.,ald tratamientos termicos de,"['ald', 'tratamientos', 'termicos', 'de']"
181,Aldison Enterprise,aldison enterprise,"['aldison', 'enterprise']"
5068,Ale Heavylift Iberica S.A / Ale Heavy Transport And Lifting S.A De C.V.,ale heavylift iberica ale heavy transport and lifting de,"['ale', 'heavylift', 'iberica', 'ale', 'heavy', 'transport', 'and', 'lifting', 'de']"
6765,Alen Del Norte Sa De Cv,alen del norte sa de cv,"['alen', 'del', 'norte', 'sa', 'de', 'cv']"
9626,"Alert India Pvt., Ltd.",alert india,"['alert', 'india']"
40594,Alex Extrusions Ltd.,alex extrusions,"['alex', 'extrusions']"
146,Alex Trading Co.,alex trading,"['alex', 'trading']"
100267,V Alexander Co Attn Vanessa,alexander co attn vanessa,"['alexander', 'co', 'attn', 'vanessa']"
2306,Alexander Dennis Mexico S.A. De C.V.,alexander dennis mexico de,"['alexander', 'dennis', 'mexico', 'de']"
11895,Alfa Cargo Transportes Internacionais Ltda,alfa cargo transportes internacionais ltda,"['alfa', 'cargo', 'transportes', 'internacionais', 'ltda']"
7859,Alfa General Trading Co.,alfa general trading,"['alfa', 'general', 'trading']"
136095,ALFA LAVAL LUND AB,alfa laval lund ab,"['alfa', 'laval', 'lund', 'ab']"
36775,Alfa Laval Vietnam Liability L,alfa laval vietnam liability,"['alfa', 'laval', 'vietnam', 'liability']"
11029,"Alfa Smith Trading (Beijing) Co., Ltd.",alfa smith trading,"['alfa', 'smith', 'trading']"
4353,Alfa Srl,alfa srl,"['alfa', 'srl']"
786,Alfa Trading,alfa trading,"['alfa', 'trading']"
671,Alfa Trading Sa,alfa trading sa,"['alfa', 'trading', 'sa']"
148026, Alfagomma,alfagomma,['alfagomma']
4552,Alfagomma Asia Sdn Bhd,alfagomma asia sdn bhd,"['alfagomma', 'asia', 'sdn', 'bhd']"
148026,ALFAGOMMA INDUSTRIAL SPA,alfagomma industrial spa,"['alfagomma', 'industrial', 'spa']"
258960,Alfagres S.A.,alfagres,['alfagres']
15199,Alfanar Electrical Systems Llc,alfanar electrical systems llc,"['alfanar', 'electrical', 'systems', 'llc']"
7008,Alfaraj General Trading Co.,alfaraj general trading,"['alfaraj', 'general', 'trading']"
9317,Alfarimex S.A.,alfarimex,['alfarimex']
16286,Alfatek Services,alfatek services,"['alfatek', 'services']"
70238,Alfombras Peruanas Srl .,alfombras peruanas srl,"['alfombras', 'peruanas', 'srl']"
